Hogar;Persona;Viaje;Etapas;ComunaOrigen;ComunaDestino;SectorOrigen;SectorDestino;ZonaOrigen;ZonaDestino;OrigenCoordX;OrigenCoordY;DestinoCoordX;DestinoCoordY;Proposito;PropositoAgregado;ActividadDestino;MediosUsados;ModoAgregado;ModoPriPub;ModoMotor;HoraIni;HoraFin;HoraMedia;TiempoViaje;TiempoMedio;Periodo;MinutosDespues;CuadrasDespues;FactorLaboralNormal;FactorSabadoNormal;FactorDomingoNormal;FactorLaboralEstival;FactorFindesemanaEstival;CodigoTiempo
100980;10098005;1009800502;2;3;9;3;9;3;9;-67,61300626;-12,51509;-69,0954875;-12,595859;3;2;;"14;4";10;2;1;16:00;17:40;16:50;100;4;5;5;2;1,12721985;;;;;1
100980;10098005;1009800503;2;4;1;4;1;4;1;-69,0954875;-12,595859;-67,6665875;-12,530238;7;2;;"4;14";10;2;1;22:15;00:20;23:18;125;5;6;20;11;1,12721985;;;;;0
100980;10098006;1009800601;1;5;2;5;2;5;2;-67,6665875;-12,530238;-67,7000875;-12,536802;6;3;;5;5;2;1;16:00;16:25;16:13;25;1;5;0;0;1,48210391;;;;;0
100980;10098006;1009800602;1;6;3;6;3;6;3;-67,7000875;-12,536802;-67,6665875;-12,530238;7;3;;5;5;2;1;22:50;23:10;23:00;20;1;5;0;0;1,48210391;;;;;0
100980;10098007;1009800701;2;7;4;7;4;7;4;-67,6665875;-12,530238;-67,66214376;-12,533166;3;2;;"5;5";5;2;1;07:50;08:15;08:03;25;1;2;0;0;1,14387994;;;;;0
100980;10098007;1009800702;2;8;5;8;5;8;5;-67,66214376;-12,533166;-67,6665875;-12,530238;7;2;;"5;5";5;2;1;16:15;17:10;16:43;55;2;5;0;0;1,48210391;;;;;0
100990;10099001;1009900101;1;9;6;9;6;9;6;-67,82910626;-12,525739;-67,85841876;-12,531789;1;1;1;9;18;5;2;07:40;07:50;07:45;10;1;2;;;1,14387994;;;;;0
100990;10099001;1009900102;1;1;7;1;7;1;7;-67,85841876;-12,531789;-67,8235625;-12,525663;7;1;;9;18;5;2;20:50;21:00;20:55;10;1;5;;;1,48210391;;;;;0
100990;10099002;1009900201;1;2;8;2;8;2;8;;;;;8;3;;8;17;5;2;08:25;08:27;08:26;2;1;2;2;1;1,14387994;;;;;0
100990;10099002;1009900202;1;3;9;3;9;3;9;;;;;7;3;;8;17;5;2;08:32;08:34;08:33;2;1;2;2;1;1,14387994;;;;;0
100990;10099002;1009900203;1;4;1;4;1;4;1;;;;;8;3;;8;17;5;2;12:30;12:32;12:31;2;1;5;2;1;1,48210391;;;;;0
100990;10099002;1009900204;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;12:34;12:36;12:35;2;1;5;2;1;1,48210391;;;;;0
100990;10099002;1009900205;1;6;3;6;3;6;3;;;;;13;3;;8;17;5;2;17:00;17:08;17:04;8;1;5;8;2;1,48210391;;;;;0
100990;10099002;1009900206;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;19:00;19:08;19:04;8;1;4;8;2;1,48210391;;;;;0
100990;10099003;1009900301;1;8;5;8;5;8;5;;;;;3;2;;8;17;5;2;08:25;08:27;08:26;2;1;2;2;1;1,14387994;;;;;0
100990;10099003;1009900302;1;9;6;9;6;9;6;;;;;7;2;;8;17;5;2;12:32;12:34;12:33;2;1;5;2;1;1,48210391;;;;;0
100990;10099003;1009900303;1;1;7;1;7;1;7;;;;;13;3;;8;17;5;2;17:00;17:08;17:04;8;1;5;8;2;1,48210391;;;;;0
100990;10099003;1009900304;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;19:00;19:08;19:04;8;1;4;8;2;1,48210391;;;;;0
100990;10099004;1009900401;1;3;9;3;9;3;9;;;;;8;3;;8;17;5;2;12:32;12:34;12:33;2;1;5;2;1;1,48210391;;;;;0
100990;10099004;1009900402;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;12:36;12:38;12:37;2;1;5;2;1;1,48210391;;;;;0
100990;10099004;1009900403;1;5;2;5;2;5;2;;;;;13;3;;8;17;5;2;17:00;17:08;17:04;8;1;5;8;2;1,48210391;;;;;0
100990;10099004;1009900404;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;19:00;19:08;19:04;8;1;4;8;2;1,48210391;;;;;0
101002;10100201;1010020101;1;7;4;7;4;7;4;-67,78568126;-12,537214;-67,59305;-12,526236;1;1;1;11;16;3;1;04:00;08:00;06:00;240;8;6;0;0;1;;;;;0
101002;10100201;1010020102;1;8;5;8;5;8;5;-67,59305;-12,526236;-67,78568126;-12,537214;7;1;;11;16;3;1;18:00;19:15;18:38;75;3;4;7;3;1;;;;;0
101002;10100202;1010020201;1;9;6;9;6;9;6;;;;;11;3;;8;17;5;2;11:00;11:05;11:03;5;1;3;5;2;1,48210391;;;;;0
101002;10100202;1010020202;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;11:15;11:20;11:18;5;1;3;5;2;1,48210391;;;;;0
101002;10100202;1010020203;1;2;8;2;8;2;8;;;;;11;3;;8;17;5;2;17:00;17:05;17:02;5;1;5;5;2;1,48210391;;;;;0
101002;10100202;1010020204;1;3;9;3;9;3;9;;;;;6;3;;8;17;5;2;17:15;17:20;17:17;5;1;5;2;1;1,48210391;;;;;0
101002;10100202;1010020205;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;20:00;20:05;20:02;5;1;4;5;2;1,48210391;;;;;0
101002;10100203;1010020301;1;5;2;5;2;5;2;-67,78568126;-12,537214;-69,0027375;-12,594666;3;2;;14;3;2;1;06:55;08:20;07:38;85;3;2;15;5;1;;;;;0
101002;10100203;1010020302;1;6;3;6;3;6;3;;;;;12;3;;8;17;5;2;13:20;13:35;13:27;15;1;5;15;5;1,48210391;;;;;0
101002;10100203;1010020303;1;7;4;7;4;7;4;-69,05315626;-12,593591;-68,53195;-12,594099;12;3;;8;17;5;2;13:55;15:30;14:42;95;4;5;40;22;1,48210391;;;;;0
101002;10100203;1010020304;3;8;5;8;5;8;5;-68,53195;-12,594099;-67,78568126;-12,537214;7;3;;"4;14;5";13;2;1;16:00;17:30;16:45;90;3;5;0;0;1,12721985;;;;;0
101012;10101201;1010120101;1;9;6;9;6;9;6;;;;;11;3;;8;17;5;2;19:00;19:02;19:01;2;1;4;2;2;;;;1,482103914;;
101012;10101201;1010120102;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;19:05;19:07;19:06;2;1;4;2;2;;;;1,482103914;;
101021;10102101;1010210101;1;2;8;2;8;2;8;-67,79221876;-12,536427;-67,8336625;-12,532311;11;3;;5;5;2;1;09:30;10:00;09:45;30;1;5;0;0;;;;1,482103914;;
101021;10102101;1010210102;1;3;9;3;9;3;9;-67,8336625;-12,532311;-67,445;-12,53181;6;3;;5;5;2;1;10:10;10:45;10:27;35;2;3;0;0;;;;1,482103914;;
101021;10102101;1010210103;2;4;1;4;1;4;1;-67,445;-12,53181;-67,79221876;-12,536427;7;3;;"5;5";5;2;1;12:30;13:30;13:00;60;2;5;2;1;;;;1,482103914;;
101030;10103001;1010300101;1;5;2;5;2;5;2;;;;;11;3;;8;17;5;2;15:00;15:03;15:01;3;1;5;3;1;;;;1,482103914;;
101030;10103001;1010300102;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;15:05;15:08;15:07;3;1;5;3;1;;;;1,482103914;;
101030;10103001;1010300103;1;7;4;7;4;7;4;;;;;11;3;;8;17;5;2;17:50;17:53;17:52;3;1;4;3;1;;;;1,482103914;;
101030;10103001;1010300104;1;8;5;8;5;8;5;;;;;7;3;;8;17;5;2;17:55;18:08;18:01;13;1;4;3;1;;;;1,482103914;;
101030;10103002;1010300201;1;9;6;9;6;9;6;-67,34964376;-12,531415;-67,75381876;-12,532141;1;1;2;5;5;2;1;09:30;10:00;09:45;30;1;5;0;0;;;;1,482103914;;
101030;10103002;1010300202;1;1;7;1;7;1;7;-67,75381876;-12,532141;-67,34964376;-12,531415;7;1;;5;5;2;1;20:30;21:10;20:50;40;2;5;7;3;;;;1,482103914;;
101030;10103003;1010300301;1;2;8;2;8;2;8;-67,34964376;-12,531415;-67,843425;-12,532116;1;1;2;5;5;2;1;09:30;10:00;09:45;30;1;5;0;0;;;;1,482103914;;
101030;10103003;1010300302;1;3;9;3;9;3;9;-67,843425;-12,532116;-67,34964376;-12,531415;7;1;;5;5;2;1;20:30;21:10;20:50;40;2;5;7;3;;;;1,482103914;;
101030;10103004;1010300401;1;4;1;4;1;4;1;-67,34964376;-12,531415;-68,99869376;-12,594911;1;1;1;1;1;1;1;06:30;07:30;07:00;60;2;1;0;0;;;;1,14387994;;
101030;10103004;1010300402;1;5;2;5;2;5;2;-68,99869376;-12,594911;-67,34964376;-12,531415;7;1;;1;1;1;1;22:00;23:00;22:30;60;2;5;0;0;;;;1,482103914;;
101041;10104101;1010410101;1;6;3;6;3;6;3;-67,63331876;-12,534003;-67,81274376;-12,532155;12;3;;8;17;5;2;10:30;11:00;10:45;30;1;3;30;8;1,48210391;;;;;0
101041;10104101;1010410102;1;7;4;7;4;7;4;-67,81274376;-12,532155;-67,63331876;-12,534003;7;3;;8;17;5;2;11:50;12:30;12:10;40;2;5;40;8;1,48210391;;;;;0
101051;10105101;1010510101;1;8;5;8;5;8;5;-67,63293126;-12,534;-69,3109125;-12,585825;1;1;5;12;3;2;1;06:00;07:00;06:30;60;2;1;0;0;1;;;;;0
101051;10105101;1010510102;1;9;6;9;6;9;6;-69,3109125;-12,585825;-67,63331876;-12,534003;7;1;;12;3;2;1;18:30;19:50;19:10;80;3;4;10;5;1;;;;;0
101051;10105102;1010510201;1;1;7;1;7;1;7;-67,63293126;-12,534;-67,81274376;-12,532155;12;3;;5;5;2;1;11:00;11:30;11:15;30;1;3;0;0;1,48210391;;;;;0
101051;10105102;1010510202;1;2;8;2;8;2;8;-67,81274376;-12,532155;-67,63293126;-12,534;7;3;;5;5;2;1;13:00;13:20;13:10;20;1;5;0;0;1,48210391;;;;;0
101051;10105103;1010510301;1;3;9;3;9;3;9;-67,63293126;-12,534;-67,9283625;-12,533472;3;2;;6;16;3;1;08:15;08:30;08:23;15;1;2;;;1;;;;;0
101051;10105103;1010510302;1;4;1;4;1;4;1;-67,9283625;-12,533472;-67,63293126;-12,534;7;2;;6;16;3;1;16:30;16:45;16:38;15;1;5;;;1;;;;;0
101062;10106201;1010620101;1;5;2;5;2;5;2;-65,6796;-12,515796;-67,7323;-12,532438;12;3;;5;5;2;1;10:00;10:25;10:12;25;1;3;2;1;1,48210391;;;;;0
101062;10106201;1010620102;1;6;3;6;3;6;3;-67,7323;-12,532438;-65,6796;-12,515796;7;3;;5;5;2;1;12:30;13:00;12:45;30;1;5;2;1;1,48210391;;;;;0
101062;10106202;1010620201;1;7;4;7;4;7;4;;;;;1;1;5;9;18;5;2;07:30;08:00;07:45;30;1;2;0;0;1,14387994;;;;;0
101062;10106202;1010620202;1;8;5;8;5;8;5;;;;;7;1;;9;18;5;2;12:00;12:30;12:15;30;1;5;0;0;1,48210391;;;;;0
101062;10106202;1010620203;1;9;6;9;6;9;6;;;;;1;1;5;9;18;5;2;13:00;13:30;13:15;30;1;5;0;0;1,48210391;;;;;0
101062;10106202;1010620204;1;1;7;1;7;1;7;;;;;7;1;;9;18;5;2;18:30;19:00;18:45;30;1;4;0;0;1,48210391;;;;;0
101070;10107001;1010700101;1;2;8;2;8;2;8;-67,161625;-12,533778;-67,83168126;-12,53177;12;3;;5;5;2;1;09:00;09:25;09:12;25;1;5;2;1;1,48210391;;;;;0
101070;10107001;1010700102;1;3;9;3;9;3;9;;;;;12;3;;8;17;5;2;09:30;09:36;09:33;6;1;5;6;2;1,48210391;;;;;0
101070;10107001;1010700103;1;4;1;4;1;4;1;-67,843425;-12,532116;-67,161625;-12,533778;7;3;;5;5;2;1;12:30;13:00;12:45;30;1;5;1;1;1,48210391;;;;;0
101070;10107002;1010700201;1;5;2;5;2;5;2;-67,161625;-12,533778;-67,78589376;-12,529795;1;1;1;11;16;3;1;05:00;07:00;06:00;120;4;6;0;0;1;;;;;0
101070;10107002;1010700202;1;6;3;6;3;6;3;-67,78589376;-12,529795;-67,161625;-12,533778;7;1;;11;16;3;1;11:30;12:00;11:45;30;1;3;0;0;1;;;;;0
101070;10107002;1010700203;1;7;4;7;4;7;4;-67,161625;-12,533778;-67,78589376;-12,529795;1;1;1;11;16;3;1;14:30;15:00;14:45;30;1;5;0;0;1;;;;;0
101070;10107002;1010700204;1;8;5;8;5;8;5;-67,78589376;-12,529795;-67,161625;-12,533778;7;1;;11;16;3;1;01:00;01:40;01:20;40;2;6;0;0;1;;;;;0
101070;10107003;1010700301;1;9;6;9;6;9;6;-67,161625;-12,533778;-67,61295;-12,533146;3;2;;5;5;2;1;07:00;07:40;07:20;40;2;1;3;1;1,14387994;;;;;0
101070;10107003;1010700302;1;1;7;1;7;1;7;-67,61295;-12,533146;-67,161625;-12,533778;7;2;;5;5;2;1;16:30;17:00;16:45;30;1;5;2;1;1,48210391;;;;;0
101070;10107004;1010700401;1;2;8;2;8;2;8;-67,161625;-12,533778;-67,707075;-12,532469;3;2;;6;16;3;1;07:00;07:50;07:25;50;2;1;;;1;;;;;0
101070;10107004;1010700402;1;3;9;3;9;3;9;-67,707075;-12,532469;-67,161625;-12,533778;7;2;;6;16;3;1;13:00;14:00;13:30;60;2;5;;;1;;;;;0
101070;10107004;1010700403;1;4;1;4;1;4;1;;;;;11;3;;8;17;5;2;17:00;17:02;17:01;2;1;5;2;1;1,48210391;;;;;0
101070;10107004;1010700404;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;17:08;17:10;17:09;2;1;5;2;1;1,48210391;;;;;0
101070;10107004;1010700405;1;6;3;6;3;6;3;;;;;13;3;;8;17;5;2;17:15;17:16;17:15;1;1;5;1;0;1,48210391;;;;;0
101070;10107004;1010700406;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;18:00;18:01;18:00;1;1;4;1;0;1,48210391;;;;;0
101080;10108001;1010800101;1;8;5;8;5;8;5;-67,15556876;-12,533829;-67,7624375;-12,531866;5;3;;5;5;2;1;09:00;09:25;09:12;25;1;5;3;1;1,48210391;;;;;0
101080;10108001;1010800102;1;9;6;9;6;9;6;;;;;11;3;;8;17;5;2;11:00;11:10;11:05;10;1;3;10;3;1,48210391;;;;;0
101080;10108001;1010800103;1;1;7;1;7;1;7;-67,81199376;-12,532608;-67,15556876;-12,533829;7;3;;5;5;2;1;11:25;12:15;11:50;50;2;3;2;1;1,48210391;;;;;0
101080;10108002;1010800201;1;2;8;2;8;2;8;-67,15556876;-12,533829;-67,87379376;-12,533369;3;2;;6;16;3;1;06:40;07:50;07:15;70;3;1;;;1;;;;;0
101080;10108002;1010800202;1;3;9;3;9;3;9;-67,87379376;-12,533369;-67,15556876;-12,533829;7;2;;6;16;3;1;15:30;16:30;16:00;60;2;5;;;1;;;;;0
101080;10108003;1010800301;1;4;1;4;1;4;1;-67,15556876;-12,533829;-67,7624375;-12,531866;5;3;;5;5;2;1;09:00;09:25;09:12;25;1;5;6;2;1,48210391;;;;;0
101080;10108003;1010800302;1;5;2;5;2;5;2;;;;;11;3;;8;17;5;2;11:10;11:25;11:18;15;1;3;9;3;1,48210391;;;;;0
101080;10108003;1010800303;1;6;3;6;3;6;3;-67,81199376;-12,532608;-67,15556876;-12,533829;7;3;;5;5;2;1;12:15;12:35;12:25;20;1;5;2;1;1,48210391;;;;;0
101091;10109101;1010910101;1;7;4;7;4;7;4;-67,645575;-12,530958;-67,7000875;-12,536802;1;1;4;1;1;1;1;07:40;07:50;07:45;10;1;2;0;0;1,04307354;;;;;0
101091;10109101;1010910102;1;8;5;8;5;8;5;-67,7000875;-12,536802;-68,3767;-12,563341;2;1;4;1;1;1;1;17:00;17:30;17:15;30;1;5;0;0;1,48210391;;;;;0
101091;10109101;1010910103;1;9;6;9;6;9;6;-68,3767;-12,563341;-67,65594376;-12,53103;7;1;;1;1;1;1;18:15;19:00;18:38;45;2;4;0;0;1,14387994;;;;;0
101091;10109101;1010910104;1;1;7;1;7;1;7;;;;;11;3;;8;17;5;2;19:30;19:40;19:35;10;1;4;10;5;1,48210391;;;;;0
101091;10109101;1010910105;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;20:40;20:50;20:45;10;1;5;10;5;1,48210391;;;;;0
101091;10109102;1010910201;1;3;9;3;9;3;9;;;;;11;3;;8;17;5;2;19:30;19:40;19:35;10;1;4;10;5;1,48210391;;;;;0
101091;10109102;1010910202;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;20:40;20:50;20:45;10;1;5;10;5;1,48210391;;;;;0
101091;10109103;1010910301;1;5;2;5;2;5;2;;;;;11;3;;8;17;5;2;19:30;19:40;19:35;10;1;4;10;5;1,48210391;;;;;0
101091;10109103;1010910302;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;20:40;20:50;20:45;10;1;5;10;5;1,48210391;;;;;0
101102;10110201;1011020101;1;7;4;7;4;7;4;;;;;1;1;1;9;18;5;2;07:00;07:10;07:05;10;1;1;0;0;1,14387994;;;;;0
101102;10110201;1011020102;1;8;5;8;5;8;5;;;;;7;1;;9;18;5;2;12:00;12:10;12:05;10;1;5;0;0;1,48210391;;;;;0
101102;10110201;1011020103;1;9;6;9;6;9;6;;;;;1;1;1;9;18;5;2;13:15;13:25;13:20;10;1;5;0;0;1,48210391;;;;;0
101102;10110201;1011020104;1;1;7;1;7;1;7;;;;;7;1;;9;18;5;2;17:30;17:40;17:35;10;1;4;0;0;1,48210391;;;;;0
101102;10110201;1011020105;1;2;8;2;8;2;8;-67,77613126;-12,535938;-67,78726876;-12,532643;8;3;;5;5;2;1;21:00;21:15;21:08;15;1;5;3;1;1,48210391;;;;;0
101102;10110201;1011020106;1;3;9;3;9;3;9;;;;;12;3;;8;17;5;2;21:16;21:25;21:21;9;1;5;10;4;1,48210391;;;;;0
101102;10110201;1011020107;1;4;1;4;1;4;1;-67,690725;-12,533041;-67,77613126;-12,535938;7;3;;8;17;5;2;21:35;22:00;21:47;25;1;5;25;22;1,48210391;;;;;0
101102;10110202;1011020201;1;5;2;5;2;5;2;-67,77613126;-12,535938;-67,7876375;-12,53218;11;3;;5;5;2;1;09:30;09:40;09:35;10;1;5;0;0;1,48210391;;;;;0
101102;10110202;1011020202;1;6;3;6;3;6;3;-67,7876375;-12,53218;-67,77613126;-12,535938;7;3;;5;5;2;1;09:50;10:10;10:00;20;1;5;2;1;1,48210391;;;;;0
101102;10110202;1011020203;1;7;4;7;4;7;4;;;;;6;3;;9;18;5;2;11:00;11:05;11:03;5;1;3;0;0;1,48210391;;;;;0
101102;10110202;1011020204;1;8;5;8;5;8;5;;;;;7;3;;9;18;5;2;11:20;11:25;11:23;5;1;3;0;0;1,48210391;;;;;0
101102;10110203;1011020301;1;9;6;9;6;9;6;-67,77613126;-12,535938;-67,81491876;-12,533527;1;1;6;5;5;2;1;06:40;07:50;07:15;70;3;1;5;2;1,14387994;;;;;0
101102;10110203;1011020302;1;1;7;1;7;1;7;-67,81491876;-12,533527;-67,76206876;-12,53267;3;2;;5;5;2;1;18:00;18:35;18:17;35;2;4;0;0;1,14387994;;;;;0
101102;10110203;1011020303;1;2;8;2;8;2;8;;;;;12;3;;8;17;5;2;21:15;21:25;21:20;10;1;5;10;6;1,48210391;;;;;0
101102;10110203;1011020304;1;3;9;3;9;3;9;-67,690725;-12,533041;-67,77613126;-12,535938;7;3;;8;17;5;2;21:35;22:00;21:47;25;1;5;25;15;1,48210391;;;;;0
101102;10110204;1011020401;1;4;1;4;1;4;1;-67,77613126;-12,535938;-67,9283625;-12,533472;3;2;;6;16;3;1;07:40;08:10;07:55;30;1;2;;;1;;;;;0
101102;10110204;1011020402;1;5;2;5;2;5;2;-67,9283625;-12,533472;-67,77613126;-12,535938;7;2;;6;16;3;1;15:30;16:00;15:45;30;1;5;;;1;;;;;0
101102;10110204;1011020403;1;6;3;6;3;6;3;;;;;11;3;;8;17;5;2;18:00;18:01;18:00;1;1;4;1;1;1,48210391;;;;;0
101102;10110204;1011020404;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;18:05;18:06;18:06;1;1;4;1;1;1,48210391;;;;;0
101111;10111101;1011110101;1;8;5;8;5;8;5;-67,76040626;-12,530474;-67,81274376;-12,532155;11;3;;8;17;5;2;12:00;12:15;12:08;15;1;5;15;4;1,48210391;;;;;0
101111;10111101;1011110102;1;9;6;9;6;9;6;-67,81274376;-12,532155;-67,76040626;-12,530474;7;3;;8;17;5;2;13:30;13:45;13:38;15;1;5;15;4;1,48210391;;;;;0
101111;10111102;1011110201;1;1;7;1;7;1;7;;;;;6;3;;8;17;5;2;16:00;16:10;16:05;10;1;5;5;3;1,48210391;;;;;0
101111;10111102;1011110202;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;19:30;19:35;19:32;5;1;4;5;3;1,48210391;;;;;0
101120;10112001;1011200101;2;3;9;3;9;3;9;-67,7456;-12,530208;-69,1239875;-12,595282;3;2;;"12;4";10;2;1;07:30;08:30;08:00;60;2;2;5;2;0,81790735;;;;;0
101120;10112001;1011200102;2;4;1;4;1;4;1;-69,1239875;-12,595282;-67,7456;-12,530208;7;2;;"4;12";10;2;1;17:00;18:45;17:53;105;4;4;15;5;1,05276356;;;;;0
101120;10112002;1011200201;2;5;2;5;2;5;2;-67,7456;-12,530208;-69,4177625;-12,596798;5;3;;"12;4";10;2;1;07:30;08:30;08:00;60;2;2;5;2;0,81790735;;;;;0
101120;10112002;1011200202;2;6;3;6;3;6;3;-69,4177625;-12,596798;-67,7456;-12,530208;7;3;;"4;12";10;2;1;21:00;22:20;21:40;80;3;5;15;5;1,12721985;;;;;0
101142;10114201;1011420101;1;7;4;7;4;7;4;-67,77986876;-12,536966;-68,945075;-12,56883;1;1;1;10;16;1;1;08:00;08:20;08:10;20;1;2;0;0;1;;;;;0
101142;10114201;1011420102;1;8;5;8;5;8;5;-68,945075;-12,56883;-67,77986876;-12,536966;7;1;;10;16;1;1;17:30;17:50;17:40;20;1;4;0;0;1;;;;;0
101142;10114201;1011420103;1;9;6;9;6;9;6;;;;;11;3;;8;17;5;2;19:00;19:01;19:00;1;1;4;1;1;1,48210391;;;;;0
101142;10114201;1011420104;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;19:04;19:05;19:05;1;1;4;1;1;1,48210391;;;;;0
101142;10114202;1011420201;1;2;8;2;8;2;8;-67,77986876;-12,536966;-69,3328;-12,595834;3;2;;14;3;2;1;07:00;08:45;07:53;105;4;2;6;2;1;;;;;0
101142;10114202;1011420202;1;3;9;3;9;3;9;-69,3328;-12,595834;-67,77986876;-12,536966;7;2;;14;3;2;1;13:30;15:00;14:15;90;3;5;0;0;1;;;;;0
101142;10114203;1011420301;1;4;1;4;1;4;1;-67,77986876;-12,536966;-69,33279376;-12,595836;3;2;;14;3;2;1;07:00;08:45;07:53;105;4;2;6;2;1;;;;;0
101142;10114203;1011420302;1;5;2;5;2;5;2;-69,33279376;-12,595836;-67,77986876;-12,536966;7;2;;14;3;2;1;13:30;15:00;14:15;90;3;5;0;0;1;;;;;0
101150;10115002;1011500201;1;6;3;6;3;6;3;;;;;11;3;;8;17;5;2;09:30;09:40;09:35;10;1;5;10;2;1,48210391;;;;;0
101150;10115002;1011500202;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;09:55;10:05;10:00;10;1;5;10;2;1,48210391;;;;;0
101150;10115002;1011500203;1;8;5;8;5;8;5;;;;;6;3;;8;17;5;2;16:30;16:40;16:35;10;1;5;10;3;1,48210391;;;;;0
101150;10115002;1011500204;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;18:00;18:10;18:05;10;1;4;10;3;1,48210391;;;;;0
101162;10116201;1011620101;1;1;7;1;7;1;7;-67,7662875;-12,536245;-69,14141876;-12,570437;12;3;;14;3;2;1;17:00;18:30;17:45;90;3;4;20;16;1;;;;;0
101162;10116201;1011620102;1;2;8;2;8;2;8;-69,14141876;-12,570437;-67,7662875;-12,536245;7;3;;14;3;2;1;21:00;22:00;21:30;60;2;5;3;1;1;;;;;0
101171;10117101;1011710101;1;3;9;3;9;3;9;-67,1259;-12,532939;-69,3558;-12,587667;8;3;;1;1;1;1;06:40;07:30;07:05;50;2;1;0;0;1,50587788;;;;;0
101171;10117101;1011710102;1;4;1;4;1;4;1;-69,3558;-12,587667;-69,2779875;-12,584243;1;1;2;1;1;1;1;07:31;07:40;07:36;9;1;2;0;0;1,04307354;;;;;0
101171;10117101;1011710103;1;5;2;5;2;5;2;-69,2779875;-12,584243;-67,1259;-12,532938;7;1;;1;1;1;1;17:30;18:30;18:00;60;2;4;0;0;1,14387994;;;;;0
101171;10117102;1011710201;1;6;3;6;3;6;3;-67,15461876;-12,533005;-69,3558;-12,587667;1;1;3;17;1;1;1;06:40;07:30;07:05;50;2;1;0;0;1,50587788;;;;;0
101171;10117102;1011710202;1;7;4;7;4;7;4;-69,3558;-12,587667;-67,1259;-12,532938;7;1;;12;3;2;1;16:30;18:00;17:15;90;3;5;7;2;1;;;;;0
101171;10117103;1011710301;2;8;5;8;5;8;5;-67,15461876;-12,533005;-69,136625;-12,59602;3;2;;"17;4";8;4;1;06:30;07:50;07:10;80;3;1;5;2;1,42042823;;;;;0
101171;10117103;1011710302;2;9;6;9;6;9;6;-69,136625;-12,59602;-67,1259;-12,532938;7;2;;"4;12";10;2;1;14:00;15:50;14:55;110;4;5;5;2;1,12721985;;;;;0
101190;10119001;1011900101;1;1;7;1;7;1;7;;;;;12;3;;8;17;5;2;10:50;10:55;10:53;5;1;3;3;1;1,48210391;;;;;0
101190;10119001;1011900102;1;2;8;2;8;2;8;;;;;12;3;;8;17;5;2;11:00;11:04;11:02;4;1;3;4;2;1,48210391;;;;;0
101190;10119001;1011900103;1;3;9;3;9;3;9;-67,75381876;-12,532141;-67,76901876;-12,536483;7;3;;5;5;2;1;11:40;12:10;11:55;30;1;3;0;0;1,48210391;;;;;0
101190;10119001;1011900104;1;4;1;4;1;4;1;;;;;8;3;;8;17;5;2;13:20;13:30;13:25;10;1;5;10;8;1,48210391;;;;;0
101190;10119001;1011900105;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;13:31;13:41;13:36;10;1;5;10;8;1,48210391;;;;;0
101190;10119001;1011900106;1;6;3;6;3;6;3;-67,76901876;-12,536483;-68,94486876;-12,529433;11;3;;5;5;2;1;18:30;18:40;18:35;10;1;4;0;0;1,14387994;;;;;1
101190;10119001;1011900107;1;7;4;7;4;7;4;-68,94486876;-12,529433;-67,76901876;-12,536483;7;3;;5;5;2;1;19:10;19:30;19:20;20;1;4;0;0;1,14387994;;;;;1
101190;10119001;1011900108;1;8;5;8;5;8;5;;;;;12;3;;9;18;5;2;20:15;20:18;20:16;3;1;4;0;0;1,48210391;;;;;0
101190;10119001;1011900109;1;9;6;9;6;9;6;;;;;7;3;;9;18;5;2;20:27;20:30;20:29;3;1;4;0;0;1,48210391;;;;;0
101190;10119002;1011900201;1;1;7;1;7;1;7;-67,76901876;-12,536483;-67,78589376;-12,529795;1;1;1;9;18;5;2;07:30;07:55;07:43;25;1;2;;;1,14387994;;;;;0
101190;10119002;1011900202;1;2;8;2;8;2;8;-67,78589376;-12,529795;-67,76901876;-12,536483;10;3;;9;18;5;2;07:56;08:20;08:08;24;1;2;;;1,14387994;;;;;0
101190;10119002;1011900203;1;3;9;3;9;3;9;-67,76901876;-12,536483;-67,78589376;-12,529795;1;1;1;9;18;5;2;08:25;08:50;08:38;25;1;2;;;1,14387994;;;;;0
